id,name,url,program,degree,country,state,online,oncampus,department,created_at,updated_at
185,Utrecht University,http://www.cs.uu.nl/education/,Business Informatics,Masters,NL,"",false,true,Information and Computing Sciences,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
186,Tarleton State University,http://www.tarleton.edu/math/degrees/graduate.html#MSDataMining,Data Mining,Masters,US,TX,false,true,Mathematics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
187,Villanova University,http://analytics.villanova.edu/,Analytics,Masters,US,PA,true,false,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
188,University of Chicago,https://grahamschool.uchicago.edu/credit/master-science-analytics/index,Analytics,Masters,US,IL,false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
189,Becker College,http://www.becker.edu/academics/departments-programs/data-science/,Data Science,Bachelors,US,MA,false,true,Data Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
190,University of Oklahoma,http://www.ou.edu/coe/datascience.html,Data Science and Analytics,Masters,US,OK,false,true,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
191,Regis University,http://www.regis.edu/CCIS/Academics/Degrees-Programs/Certificates/GC-Data-Science.aspx,Data Science,Certificate,US,CO,true,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
192,Northeastern University,http://www.ccs.neu.edu/graduate/degree-programs/certificate-data-science/,Data Science,Certificate,US,MA,false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
193,Saint Peter's University,http://www.saintpeters.edu/data-science-and-business-analytics/,Data Science,Masters,US,NJ,false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
194,St. John's University,http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science,Data Mining and Predictive Analytics,Masters,US,NY,false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
195,"University of North Carolina, Charlotte",http://analytics.uncc.edu/,Data Science and Business Analytics,Masters,US,NC,false,true,Data Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
196,"University of North Carolina, Charlotte",https://cci.uncc.edu/academic-programs/phd,Computing and Information Systems,Doctorate,US,NC,false,true,Computing and Informatics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
197,Drexel University,http://drexel.edu/cci/academics/graduate-programs/phd-information-studies/,Information Studies,Doctorate,US,PA,false,true,Computing and Informatics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
198,Chapman University,http://www.chapman.edu/scst/graduate/phd-computational-science.aspx,Computational and Data Sciences,Doctorate,US,CA,false,true,Interdisciplinary,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
199,University of Minnesota,http://carlsonschool.umn.edu/degrees/master-science-business-analytics,Business Analytics,Masters,US,MN,false,true,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
200,University of St. Thomas,http://www.stthomas.edu/gradsoftware/programs/masters/msdatascience/,Data Science,Masters,US,MN,false,true,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
201,Southern New Hampshire University,http://www.snhu.edu/online-degrees/undergraduate-degrees/data-analytics-bs-online.asp,Data Analytics,Bachelors,US,NH,true,false,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
202,Instituto de Empresa,http://mbd.ie.edu/,Business Analytics and Big Data,Masters,ES,"",false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
203,Arkansas Tech University,http://www.atu.edu/business/programs_bdanalytics.php,Business Data Analytics,Bachelors,US,AR,true,false,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
204,Newcastle University,http://teaching.ncl.ac.uk/ccfbd-cdt,Cloud Computing for Big Data,Doctorate,GB,"",false,true,Computing Science / Mathematics and Statistics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
205,"University of California, Berkeley",http://www.eecs.berkeley.edu/MEng/index.shtml,Data Science and Systems Concentration,Masters,US,CA,false,true,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
206,St. Mary's University,https://www.stmarytx.edu/academics/business/undergraduate/accounting-data-analytics-major/,Data Analytics,Bachelors,US,TX,false,true,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
207,City University London,http://www.city.ac.uk/courses/postgraduate/data-science-msc,Data Science,Masters,GB,"",false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
208,University of Nottingham,http://www.nottingham.ac.uk/ugstudy/courses/computerscience/bsc-data-science.aspx,Data Science,Bachelors,GB,"",false,true,Computer Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
209,Sabancı University,http://da.sabanciuniv.edu/en,Data Science,Masters,TR,"",false,true,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
210,University of Louisville,http://louisville.edu/online/programs/graduate-certificate-programs/graduate-certificate-in-data-mining,Data Mining,Certificate,US,KY,true,false,Computer Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
211,Southern Methodist University,http://datascience.smu.edu,Data Science,Masters,US,TX,true,false,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
212,University of Barcelona,http://www.barcelonagse.eu/data-science-master-degree.html,Data Science,Masters,ES,"",false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
213,Mackenzie Presbyterian Institute,http://www.mackenzie.br/27582.html,Big Data Analytics,Masters,BR,"",false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
214,GalvanizeU (University of New Haven),http://www.galvanizeu.com/,Data Science,Masters,US,CA,false,true,"",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC
215,George Mason University,http://volgenau.gmu.edu/,Data Analytics Engineering,Masters,US,VA,false,true,Volgenau School of Engineering,2015-01-23 18:14:56 UTC,2015-01-23 18:14:56 UTC
216,BAICR,http://www.baicr.it/palinsesto-geografico/data-science,Data Science,Masters,IT,"",false,true,"",2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC
217,Data ScienceTech Institute,https://www.datasciencetech.institute/,Data Science,Masters,FR,"",false,true,"",2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC
218,Miami University of Ohio,http://miamioh.edu/academics/majors-minors/minors/business-analytics.html,Business Analytics Minor,Bachelors,US,OH,false,true,Business,2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC
219,Miami University of Ohio,http://miamioh.edu/fsb/academics/isa/academics/majors/co-major/index.html,I.S. and Analytics,Bachelors,US,OH,false,true,Business,2015-01-23 18:14:57 UTC,2015-01-23 18:14:57 UTC
220,Saint Mary's College,https://grad.saintmarys.edu/academic-programs/ms-data-science,Data Science,Masters,US,IN,true,false,"",2015-03-10 21:34:09 UTC,2015-03-10 21:34:09 UTC
221,Auburn University,http://harbert.auburn.edu/academics/undergraduate/business-analytics/index.php,Data Science,Bachelors,US,AL,false,true,Business,2015-03-10 21:34:09 UTC,2015-03-10 21:34:09 UTC
222,Austin Peay State University,http://www.apsu.edu/csci/psm-information,Predictive Analytics,Masters,US,TN,true,true,Computer Science,2015-03-10 21:34:09 UTC,2015-03-10 21:34:09 UTC
223,Baker College,http://www.baker.edu/programs-degrees/business-intelligence-master-ba/,Business Intelligence,Masters,US,MI,true,false,"",2015-03-10 21:34:09 UTC,2015-03-10 21:34:09 UTC
224,University of Alabama,http://manderson.cba.ua.edu/academics/departments/mba_program/curriculum,Business Analytics,Masters,US,AL,false,true,Business,2015-03-10 21:34:09 UTC,2015-03-10 21:34:09 UTC
225,University of Alabama,http://manderson.cba.ua.edu/academics/departments/masters_program/master_of_science_in_applied_statistics,Applied Statistics,Masters,US,AL,false,true,Business,2015-03-10 21:34:09 UTC,2015-03-10 21:34:09 UTC
226,University of Arizona,http://grad.arizona.edu/programs/programinfo/BIACRTG,Business Intelligence and Analytics,Certificate,US,AZ,true,false,Management,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
227,University of Arkansas,http://gsb.uark.edu/business-analytics-certificate/,Business Analytics,Certificate,US,AR,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
228,University of Arkansas,http://gsb.uark.edu/master-of-information-systems/,I.S. Business Analytics,Masters,US,AR,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
229,"Cal State University, East Bay",http://www20.csueastbay.edu/cbe/msba/index.html,MBA Business Analytics,Masters,US,CA,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
230,"Cal State University, Fullerton",http://extension.fullerton.edu/ProfessionalDevelopment/Certificates/Data-Science,MBA Business Analytics,Certificate,US,CA,true,false,"",2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
231,"Cal State University, Fullerton",http://business.fullerton.edu/graduateprograms/msis/,Decision Sciences,Masters,US,CA,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
232,"Cal State University, Long Beach",http://web.csulb.edu/divisions/aa/catalog/current/cnsm/mathematics/mathms05.html,Applied Statistics,Masters,US,CA,false,true,Math and Statistics,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
233,Chapman University,http://www.chapman.edu/scst/graduate/ms-computational-sciences.aspx,Computational and Data Sciences,Masters,US,CA,false,true,Math and Statistics,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
235,National University,http://www.nu.edu/OurPrograms/SchoolOfEngineeringAndTechnology/ComputerScienceAndInformationSystems/Programs/MasterofScienceinDataAnalytics.html,Data Analytics,Masters,US,CA,false,true,Computer Science,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
236,National University,http://www.nu.edu/OurPrograms/SchoolOfHealthAndHumanServices/CommunityHealth/Programs/MasterofScienceinHealth&LifeScienceAnalytics.html,Life Science Analytics,Masters,US,CA,false,true,Computer Science,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
237,San Jose State University,http://www.sjsu.edu/lucasschool/bacertificate/,Business Analytics,Certificate,US,CA,true,false,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
238,Santa Clara University,http://www.scu.edu/business/graduates/current-students/data-science.cfm,Data Science and Business Analytics,Masters,US,CA,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
239,Stanford University,http://cs.stanford.edu/degrees/mscs/specializations/#IMA,Information Management and Analytics,Masters,US,CA,false,true,Computer Science,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
240,Stanford University,https://statistics.stanford.edu/academics/ms-statistics-data-science,Data Science,Masters,US,CA,false,true,Statistics,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
241,"University of California, Davis",http://www.ucdmc.ucdavis.edu/informatics/masters/,Health Informatics,Masters,US,CA,false,true,Medicine,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
243,"University of California, Irvine",http://unex.uci.edu/areas/it/predictive_analytics/,Predictive Analytics,Certificate,US,CA,true,false,"",2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
244,University of Southern California,http://www.marshall.usc.edu/msanalytics,Business Analytics,Masters,US,CA,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
245,University of Southern California,http://hcda.usc.edu/program/,Healthcare Decision Analysis,Masters,US,CA,false,true,Pharmacy,2015-03-11 18:31:03 UTC,2015-03-11 18:31:03 UTC
242,"University of California, Davis",http://gsm.ucdavis.edu/bay-area-mba,Business Analytics,Masters,US,CA,false,true,Business,2015-03-11 18:31:03 UTC,2015-03-11 18:36:16 UTC
234,South Dakota State University,http://www.sdstate.edu/mathstat/grad/css-phd.cfm,Computational Science and Statistics,Doctorate,US,SD,false,true,Mathematics and Statistics,2015-03-11 18:31:03 UTC,2015-03-11 18:58:10 UTC
246,"Colorado State University, Fort Collins",http://www.online.colostate.edu/certificates/applied-statistics/,Applied Statistics,Certificate,US,CO,true,false,Statistics,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
247,"Colorado State University, Fort Collins",http://www.online.colostate.edu/degrees/applied-statistics/,Applied Statistics,Masters,US,CO,true,false,Statistics,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
248,"Colorado State University, Fort Collins",http://www.online.colostate.edu/certificates/data-analysis/,Data Analysis,Certificate,US,CO,true,false,Statistics,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
249,"University of Colorado, Denver",http://catalog.ucdenver.edu/preview_program.php?catoid=7&poid=1329&returnto=827,Applied Statistics,Certificate,US,CO,false,true,Mathematics and Statistics,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
250,"University of Colorado, Denver",http://www.ucdenver.edu/academics/colleges/business/degrees/ms/business-analytics/Pages/Big-Data.aspx,Business Analytics - Big Data,Masters,US,CO,false,true,Business,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
251,"University of Colorado, Denver",http://catalog.ucdenver.edu/preview_program.php?catoid=10&poid=2105&returnto=1350,Decision Sciences,Masters,US,CO,false,true,Business,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
252,University of Denver,http://daniels.du.edu/masters-degrees/business-analytics/,Business Analytics,Masters,US,CO,false,true,Business,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
253,Quinnipiac University,http://www.quinnipiac.edu/academics/qu-online/online-programs/online-graduate-programs/master-of-science-in-business-analytics/,Business Analytics,Masters,US,CT,true,false,Business,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
254,American University,http://www.american.edu/kogod/graduate/MS-ANLT.cfm,Analytics,Masters,US,DC,false,true,Business,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
255,Georgetown University,http://gradanalytics.georgetown.edu/,Analytics,Masters,US,DC,false,true,Business,2015-03-11 19:37:57 UTC,2015-03-11 19:37:57 UTC
256,Full Sail University,http://www.fullsail.edu/degrees/online/business-intelligence-masters,Business Intelligence,Masters,US,FL,true,false,"",2015-03-12 05:22:55 UTC,2015-03-12 05:22:55 UTC
257,Florida International University,http://business.fiu.edu/fiubusiness/mshims/,Health Informatics,Masters,US,FL,false,true,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
258,Nova Southeastern University,http://medicine.nova.edu/msbi/curriculum.html,Biomedical Informatics,Masters,US,FL,false,true,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
259,Pasco-Hernando State College,http://phsc.edu/program/healthcare-informatics-specialist-certificate,Healthcare Informatics,Certificate,US,FL,false,true,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
260,University of Central Florida,http://www.ce.ucf.edu/Program/2626/Master-Of-Science-In-Health-Care-Informatics/,Healthcare Informatics,Masters,US,FL,true,false,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
261,University of Florida,http://warrington.ufl.edu/graduate/academics/ms-isom/,Business Intelligence and Analytics,Masters,US,FL,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
262,University of Miami,http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html,Business Analytics,Masters,US,FL,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
263,"University of South Florida, Sarasota-Manatee",http://usfsm.edu/catalog/graduate/college-of-business-degree-programs/college-of-business-certificate-programs/business-analytics-certificate/,Business Analytics,Certificate,US,FL,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
264,University of South Florida,http://www.usfhealthonline.com/programs/masters-degree/ms-health-informatics/,Health Informatics,Masters,US,FL,true,false,Medicine,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
265,Georgia State University,http://specialized.robinson.gsu.edu/msa/,Analytics,Masters,US,GA,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
266,Georgia Tech,http://www.analytics.gatech.edu/,Analytics,Masters,US,GA,false,true,Interdisciplinary,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
267,Mercer University,http://business.mercer.edu/business-analytics/,Business Analytics,Masters,US,GA,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
268,University of Georgia,http://www.terry.uga.edu/mba/fulltime/concentrations/business-analytics,Business Analytics,Masters,US,GA,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
269,Elmhurst College,http://public.elmhurst.edu/data_science/227880201.html,Data Science,Certificate,US,IL,true,false,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
270,Aurora University,http://www.aurora.edu/academics/graduate/marketing/index.html#.VQEZRY73-iw,Digital Marketing and Analytics,Masters,US,IL,false,true,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
271,Benedictine University,http://www.ben.edu/college-of-business/graduate/master-of-science-in-business-analytics.cfm,Business Analytics,Masters,US,IL,false,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
272,Lewis University,https://www.lewisu.edu/academics/business-analytics/index.htm,Business Analytics,Masters,US,IL,true,false,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
273,"Loyola University, Chicago",http://www.luc.edu/math/msappliedstat.shtml,Applied Statistics,Masters,US,IL,false,true,Mathematics and Statistics,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
274,Northwestern University,http://sps.northwestern.edu/program-areas/professional-development/bridge-school/index.php,Predictive Business Analytics,Certificate,US,IL,false,true,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
275,Northwestern University,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php,Analytics and Business Intelligence,Certificate,US,IL,true,false,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
276,Northwestern University,http://sps.northwestern.edu/program-areas/graduate/information-systems/index.php,Analytics and Business Intelligence,Masters,US,IL,true,false,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
277,University of Illinois at Chicago,http://healthinformatics.uic.edu/,Health Informatics,Masters,US,IL,true,false,"",2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
278,University of St Francis,http://www.stfrancis.edu/academics/master-of-business-administration/,Business Analytics,Masters,US,IL,true,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
279,University of St Francis,http://www.stfrancis.edu/academics/college-of-business/graduate-certificate-business-analytics/,Business Analytics,Certificate,US,IL,true,true,Business,2015-03-12 05:22:56 UTC,2015-03-12 05:22:56 UTC
